Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment,Unnamed: 11
"Overweight, adults aged 18+",,2016,Chad,African Region,Males,,16,10.8,22.1,,
"Overweight, adults aged 18+",,2016,Chad,African Region,Females,,29.8,24,36,,
"Overweight, adults aged 18+",,2016,Chile,Region of the Americas,Total,,63.1,58.4,67.5,,
"Overweight, adults aged 18+",,2016,Chile,Region of the Americas,Males,,64.7,58.2,70.9,,
"Overweight, adults aged 18+",,2016,Chile,Region of the Americas,Females,,61.4,54.9,67.7,,
"Overweight, adults aged 18+",,2016,China,Western Pacific Region,Total,,32.3,28.7,36.2,,
"Overweight, adults aged 18+",,2016,China,Western Pacific Region,Males,,34.5,29,40.2,,
"Overweight, adults aged 18+",,2016,China,Western Pacific Region,Females,,30.1,25.3,35.1,,
"Overweight, adults aged 18+",,2016,Colombia,Region of the Americas,Total,,59,54.9,63.3,,
"Overweight, adults aged 18+",,2016,Colombia,Region of the Americas,Males,,56.6,50,63,,
"Overweight, adults aged 18+",,2016,Colombia,Region of the Americas,Females,,61.2,55.3,66.6,,
"Overweight, adults aged 18+",,2016,Comoros,African Region,Total,,27.1,22.7,31.6,,
"Overweight, adults aged 18+",,2016,Comoros,African Region,Males,,18.2,12.6,24.6,,
"Overweight, adults aged 18+",,2016,Comoros,African Region,Females,,35.7,29.4,42.3,,
"Overweight, adults aged 18+",,2016,Congo,African Region,Total,,30.9,25.5,36.3,,
"Overweight, adults aged 18+",,2016,Congo,African Region,Males,,24.2,16.4,32.6,,
"Overweight, adults aged 18+",,2016,Congo,African Region,Females,,37.4,29.8,45.2,,
"Overweight, adults aged 18+",,2016,Cook Islands,Western Pacific Region,Total,,84.7,81.4,87.7,,
"Overweight, adults aged 18+",,2016,Cook Islands,Western Pacific Region,Males,,83.7,78.8,88.1,,
"Overweight, adults aged 18+",,2016,Cook Islands,Western Pacific Region,Females,,85.8,81.4,89.7,,
"Overweight, adults aged 18+",,2016,Costa Rica,Region of the Americas,Total,,61.6,57,65.9,,
"Overweight, adults aged 18+",,2016,Costa Rica,Region of the Americas,Males,,59.9,53.1,66.4,,
"Overweight, adults aged 18+",,2016,Costa Rica,Region of the Americas,Females,,63.3,57,69.1,,
"Overweight, adults aged 18+",,2016,Côte d'Ivoire,African Region,Total,,31.6,27.1,36.5,,
"Overweight, adults aged 18+",,2016,Côte d'Ivoire,African Region,Males,,24.5,18.2,31.3,,
"Overweight, adults aged 18+",,2016,Côte d'Ivoire,African Region,Females,,39.5,33.2,46,,
"Overweight, adults aged 18+",,2016,Croatia,European Region,Total,,59.6,55.1,64.1,,
"Overweight, adults aged 18+",,2016,Croatia,European Region,Males,,66.2,60.2,72.1,,
"Overweight, adults aged 18+",,2016,Croatia,European Region,Females,,53,46.3,59.6,,
"Overweight, adults aged 18+",,2016,Cuba,Region of the Americas,Total,,58.5,53.5,63.3,,
"Overweight, adults aged 18+",,2016,Cuba,Region of the Americas,Males,,54.5,47,61.8,,
"Overweight, adults aged 18+",,2016,Cuba,Region of the Americas,Females,,62.5,55.7,69.2,,
"Overweight, adults aged 18+",,2016,Cyprus,European Region,Total,,59.1,54.3,63.9,,
"Overweight, adults aged 18+",,2016,Cyprus,European Region,Males,,65.2,58.2,71.6,,
"Overweight, adults aged 18+",,2016,Cyprus,European Region,Females,,52.7,45.5,59.5,,
"Overweight, adults aged 18+",,2016,Czechia,European Region,Total,,62.3,57.8,66.7,,
"Overweight, adults aged 18+",,2016,Czechia,European Region,Males,,69.5,63.4,75.3,,
"Overweight, adults aged 18+",,2016,Czechia,European Region,Females,,55,48,61.8,,
"Overweight, adults aged 18+",,2016,Democratic People's Republic of Korea,South-East Asian Region,Total,,32.4,27,37.7,,
"Overweight, adults aged 18+",,2016,Democratic People's Republic of Korea,South-East Asian Region,Males,,33.9,25.6,42.2,,
"Overweight, adults aged 18+",,2016,Democratic People's Republic of Korea,South-East Asian Region,Females,,30.7,24.1,38.1,,
"Overweight, adults aged 18+",,2016,Democratic Republic of the Congo,African Region,Total,,25.3,20.4,30.6,,
"Overweight, adults aged 18+",,2016,Democratic Republic of the Congo,African Region,Males,,18,11.5,25.3,,
"Overweight, adults aged 18+",,2016,Democratic Republic of the Congo,African Region,Females,,32,25.1,39.5,,
"Overweight, adults aged 18+",,2016,Denmark,European Region,Total,,55.4,51.3,59.4,,
"Overweight, adults aged 18+",,2016,Denmark,European Region,Males,,63.6,58,68.7,,
"Overweight, adults aged 18+",,2016,Denmark,European Region,Females,,47.3,41.2,53.4,,
"Overweight, adults aged 18+",,2016,Djibouti,Eastern Mediterranean Region,Total,,38.6,32.6,44.4,,
"Overweight, adults aged 18+",,2016,Djibouti,Eastern Mediterranean Region,Males,,32.3,23.7,41.3,,
"Overweight, adults aged 18+",,2016,Djibouti,Eastern Mediterranean Region,Females,,44.6,36.7,52.7,,
"Overweight, adults aged 18+",,2016,Dominica,Region of the Americas,Total,,60.3,55.1,65.5,,
"Overweight, adults aged 18+",,2016,Dominica,Region of the Americas,Males,,54.7,46.8,62.2,,
"Overweight, adults aged 18+",,2016,Dominica,Region of the Americas,Females,,65.7,58.6,72.3,,
"Overweight, adults aged 18+",,2016,Dominican Republic,Region of the Americas,Total,,61.2,56.3,65.9,,
"Overweight, adults aged 18+",,2016,Dominican Republic,Region of the Americas,Males,,56.9,49.2,64.2,,
"Overweight, adults aged 18+",,2016,Dominican Republic,Region of the Americas,Females,,65.3,58.6,71.7,,
"Overweight, adults aged 18+",,2016,Ecuador,Region of the Americas,Total,,56,50.5,61.4,,
"Overweight, adults aged 18+",,2016,Ecuador,Region of the Americas,Males,,52.6,44.5,60.8,,
"Overweight, adults aged 18+",,2016,Ecuador,Region of the Americas,Females,,59.2,52.1,66.2,,
"Overweight, adults aged 18+",,2016,Egypt,Eastern Mediterranean Region,Total,,63.5,59.1,67.6,,
"Overweight, adults aged 18+",,2016,Egypt,Eastern Mediterranean Region,Males,,57.2,50.8,63.8,,
"Overweight, adults aged 18+",,2016,Egypt,Eastern Mediterranean Region,Females,,69.5,64.3,74.8,,
"Overweight, adults aged 18+",,2016,El Salvador,Region of the Americas,Total,,59.9,55.1,64.6,,
"Overweight, adults aged 18+",,2016,El Salvador,Region of the Americas,Males,,57,49.6,64.2,,
"Overweight, adults aged 18+",,2016,El Salvador,Region of the Americas,Females,,62.3,55.9,68.3,,
"Overweight, adults aged 18+",,2016,Equatorial Guinea,African Region,Total,,26.7,21.1,32.4,,
"Overweight, adults aged 18+",,2016,Equatorial Guinea,African Region,Males,,18.7,11.8,26.6,,
"Overweight, adults aged 18+",,2016,Equatorial Guinea,African Region,Females,,35.5,27.3,43.7,,
"Overweight, adults aged 18+",,2016,Eritrea,African Region,Total,,22,18,26.2,,
"Overweight, adults aged 18+",,2016,Eritrea,African Region,Males,,14.7,9.9,20.6,,
"Overweight, adults aged 18+",,2016,Eritrea,African Region,Females,,28.3,22.5,34.5,,
"Overweight, adults aged 18+",,2016,Estonia,European Region,Total,,55.8,51.3,60.2,,
"Overweight, adults aged 18+",,2016,Estonia,European Region,Males,,59.6,53.4,65.6,,
"Overweight, adults aged 18+",,2016,Estonia,European Region,Females,,51.9,45.5,58.1,,
"Overweight, adults aged 18+",,2016,Eswatini,African Region,Total,,38.4,33.5,43.5,,
"Overweight, adults aged 18+",,2016,Eswatini,African Region,Males,,22.2,16.1,29.4,,
"Overweight, adults aged 18+",,2016,Eswatini,African Region,Females,,52.6,45.5,60.1,,
"Overweight, adults aged 18+",,2016,Ethiopia,African Region,Total,,20.9,17.1,25,,
"Overweight, adults aged 18+",,2016,Ethiopia,African Region,Males,,13.4,8.7,18.9,,
"Overweight, adults aged 18+",,2016,Ethiopia,African Region,Females,,28,22.2,34.1,,
"Overweight, adults aged 18+",,2016,Fiji,Western Pacific Region,Total,,63.8,58.2,69.2,,
"Overweight, adults aged 18+",,2016,Fiji,Western Pacific Region,Males,,59.9,51.4,68,,
"Overweight, adults aged 18+",,2016,Fiji,Western Pacific Region,Females,,67.7,60.4,74.8,,
"Overweight, adults aged 18+",,2016,Finland,European Region,Total,,57.9,54.2,61.7,,
"Overweight, adults aged 18+",,2016,Finland,European Region,Males,,65.6,60.4,70.6,,
"Overweight, adults aged 18+",,2016,Finland,European Region,Females,,50,44.5,55.4,,
"Overweight, adults aged 18+",,2016,France,European Region,Total,,59.5,55,63.7,,
"Overweight, adults aged 18+",,2016,France,European Region,Males,,66.9,60.7,72.8,,
"Overweight, adults aged 18+",,2016,France,European Region,Females,,52.2,45.5,58.6,,
"Overweight, adults aged 18+",,2016,Gabon,African Region,Total,,40.2,33.6,46.8,,
"Overweight, adults aged 18+",,2016,Gabon,African Region,Males,,33.7,24,43.8,,
"Overweight, adults aged 18+",,2016,Gabon,African Region,Females,,46.4,38,55,,
"Overweight, adults aged 18+",,2016,Gambia,African Region,Total,,31.9,27.4,36.8,,
"Overweight, adults aged 18+",,2016,Gambia,African Region,Males,,24.5,18.3,31.7,,
"Overweight, adults aged 18+",,2016,Gambia,African Region,Females,,38.9,32.5,45.5,,
"Overweight, adults aged 18+",,2016,Georgia,European Region,Total,,54.2,49.2,59.1,,
"Overweight, adults aged 18+",,2016,Georgia,European Region,Males,,54.6,47.5,61.8,,
"Overweight, adults aged 18+",,2016,Georgia,European Region,Females,,53.5,46.6,60.3,,
"Overweight, adults aged 18+",,2016,Germany,European Region,Total,,56.8,52.8,60.5,,
"Overweight, adults aged 18+",,2016,Germany,European Region,Males,,64.9,59.2,70.2,,
"Overweight, adults aged 18+",,2016,Germany,European Region,Females,,48.5,43.1,54.1,,
"Overweight, adults aged 18+",,2016,Ghana,African Region,Total,,32,28,36.1,,
"Overweight, adults aged 18+",,2016,Ghana,African Region,Males,,22.1,16.9,28.1,,
"Overweight, adults aged 18+",,2016,Ghana,African Region,Females,,41,35.2,46.8,,
"Overweight, adults aged 18+",,2016,Greece,European Region,Total,,62.3,57.8,66.8,,
"Overweight, adults aged 18+",,2016,Greece,European Region,Males,,68.2,61.9,74.1,,
"Overweight, adults aged 18+",,2016,Greece,European Region,Females,,56.2,49.6,62.9,,
"Overweight, adults aged 18+",,2016,Grenada,Region of the Americas,Total,,51.4,45.9,57.1,,
"Overweight, adults aged 18+",,2016,Grenada,Region of the Americas,Males,,43.7,35.4,52.4,,
"Overweight, adults aged 18+",,2016,Grenada,Region of the Americas,Females,,58.8,51.1,66.3,,
"Overweight, adults aged 18+",,2016,Guatemala,Region of the Americas,Total,,55.9,51,60.7,,
"Overweight, adults aged 18+",,2016,Guatemala,Region of the Americas,Males,,51.4,43.8,58.8,,
"Overweight, adults aged 18+",,2016,Guatemala,Region of the Americas,Females,,59.9,53.4,65.8,,
"Overweight, adults aged 18+",,2016,Guinea,African Region,Total,,26.6,22.5,31.1,,
"Overweight, adults aged 18+",,2016,Guinea,African Region,Males,,18.7,13.4,25.1,,
"Overweight, adults aged 18+",,2016,Guinea,African Region,Females,,34.2,28.2,40.4,,
"Overweight, adults aged 18+",,2016,Guinea-Bissau,African Region,Total,,29.9,25.2,34.8,,
"Overweight, adults aged 18+",,2016,Guinea-Bissau,African Region,Males,,22.2,15.9,29.6,,
"Overweight, adults aged 18+",,2016,Guinea-Bissau,African Region,Females,,37.2,30.7,44.1,,
"Overweight, adults aged 18+",,2016,Guyana,Region of the Americas,Total,,49.4,43.8,55.3,,
"Overweight, adults aged 18+",,2016,Guyana,Region of the Americas,Males,,41.5,33.3,50.3,,
"Overweight, adults aged 18+",,2016,Guyana,Region of the Americas,Females,,56.6,48.7,64.4,,
"Overweight, adults aged 18+",,2016,Haiti,Region of the Americas,Total,,54.9,49.6,60,,
"Overweight, adults aged 18+",,2016,Haiti,Region of the Americas,Males,,51.1,42.8,59,,
"Overweight, adults aged 18+",,2016,Haiti,Region of the Americas,Females,,58.3,51.4,64.9,,
"Overweight, adults aged 18+",,2016,Honduras,Region of the Americas,Total,,55.8,50.7,60.5,,
"Overweight, adults aged 18+",,2016,Honduras,Region of the Americas,Males,,51.8,44,59.5,,
"Overweight, adults aged 18+",,2016,Honduras,Region of the Americas,Females,,59.5,53.1,65.8,,
"Overweight, adults aged 18+",,2016,Hungary,European Region,Total,,61.6,57,66.2,,
"Overweight, adults aged 18+",,2016,Hungary,European Region,Males,,69.6,63.3,75.3,,
"Overweight, adults aged 18+",,2016,Hungary,European Region,Females,,53.8,46.9,60.7,,
"Overweight, adults aged 18+",,2016,Iceland,European Region,Total,,59.1,55,63.1,,
"Overweight, adults aged 18+",,2016,Iceland,European Region,Males,,67.5,61.9,72.9,,
"Overweight, adults aged 18+",,2016,Iceland,European Region,Females,,50.5,44.3,56.5,,
"Overweight, adults aged 18+",,2016,India,South-East Asian Region,Total,,19.7,16.9,22.8,,
"Overweight, adults aged 18+",,2016,India,South-East Asian Region,Males,,17.8,13.9,22.4,,
"Overweight, adults aged 18+",,2016,India,South-East Asian Region,Females,,21.6,17.6,25.8,,
"Overweight, adults aged 18+",,2016,Indonesia,South-East Asian Region,Total,,28.2,24.2,32.3,,
"Overweight, adults aged 18+",,2016,Indonesia,South-East Asian Region,Males,,25,19.5,30.8,,
"Overweight, adults aged 18+",,2016,Indonesia,South-East Asian Region,Females,,31.2,25.8,37,,
"Overweight, adults aged 18+",,2016,Iran (Islamic Republic of),Eastern Mediterranean Region,Total,,61.6,58,65.2,,
"Overweight, adults aged 18+",,2016,Iran (Islamic Republic of),Eastern Mediterranean Region,Males,,57.7,52.4,63.2,,
"Overweight, adults aged 18+",,2016,Iran (Islamic Republic of),Eastern Mediterranean Region,Females,,65.4,60.6,70.2,,
"Overweight, adults aged 18+",,2016,Iraq,Eastern Mediterranean Region,Total,,64.6,60.4,68.8,,
"Overweight, adults aged 18+",,2016,Iraq,Eastern Mediterranean Region,Males,,61,54.7,67.4,,
"Overweight, adults aged 18+",,2016,Iraq,Eastern Mediterranean Region,Females,,68,62.2,73.4,,
"Overweight, adults aged 18+",,2016,Ireland,European Region,Total,,60.6,56.3,64.7,,
"Overweight, adults aged 18+",,2016,Ireland,European Region,Males,,66.1,59.9,71.9,,
"Overweight, adults aged 18+",,2016,Ireland,European Region,Females,,55.2,49.1,61.3,,
"Overweight, adults aged 18+",,2016,Israel,European Region,Total,,64.3,59.7,68.6,,
"Overweight, adults aged 18+",,2016,Israel,European Region,Males,,70.9,64.7,76.5,,
"Overweight, adults aged 18+",,2016,Israel,European Region,Females,,57.8,51.1,64.1,,
"Overweight, adults aged 18+",,2016,Italy,European Region,Total,,58.5,54.3,62.5,,
"Overweight, adults aged 18+",,2016,Italy,European Region,Males,,65.3,59.7,70.7,,
"Overweight, adults aged 18+",,2016,Italy,European Region,Females,,51.5,45.6,57.6,,
"Overweight, adults aged 18+",,2016,Jamaica,Region of the Americas,Total,,55.5,50.6,60.5,,
"Overweight, adults aged 18+",,2016,Jamaica,Region of the Americas,Males,,47.4,39.7,54.8,,
"Overweight, adults aged 18+",,2016,Jamaica,Region of the Americas,Females,,63.2,56.4,69.6,,
"Overweight, adults aged 18+",,2016,Japan,Western Pacific Region,Total,,27.2,24.1,30.4,,
"Overweight, adults aged 18+",,2016,Japan,Western Pacific Region,Males,,32.5,27.6,37.6,,
"Overweight, adults aged 18+",,2016,Japan,Western Pacific Region,Females,,21.8,17.9,25.8,,
"Overweight, adults aged 18+",,2016,Jordan,Eastern Mediterranean Region,Total,,69.6,66,73.2,,
"Overweight, adults aged 18+",,2016,Jordan,Eastern Mediterranean Region,Males,,67,61.3,72.6,,
"Overweight, adults aged 18+",,2016,Jordan,Eastern Mediterranean Region,Females,,72.2,67.4,76.8,,
"Overweight, adults aged 18+",,2016,Kazakhstan,European Region,Total,,53.6,48.8,58.3,,
"Overweight, adults aged 18+",,2016,Kazakhstan,European Region,Males,,54.3,47,61.4,,
"Overweight, adults aged 18+",,2016,Kazakhstan,European Region,Females,,52.6,46.1,59.1,,
"Overweight, adults aged 18+",,2016,Kenya,African Region,Total,,25.5,21.5,29.6,,
"Overweight, adults aged 18+",,2016,Kenya,African Region,Males,,16.1,11,22,,
"Overweight, adults aged 18+",,2016,Kenya,African Region,Females,,34.3,28.5,40.3,,
