Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment,Unnamed: 11
CVD age-standardized death rate,,2019,Algeria,African Region,Males,,272.0191,no data,no data,,
CVD age-standardized death rate,,2019,Algeria,African Region,Females,,245.4,no data,no data,,
CVD age-standardized death rate,,2019,Angola,African Region,Total,,291.7617,no data,no data,,
CVD age-standardized death rate,,2019,Angola,African Region,Males,,317.323,no data,no data,,
CVD age-standardized death rate,,2019,Angola,African Region,Females,,266.2,no data,no data,,
CVD age-standardized death rate,,2019,Antigua and Barbuda,Region of the Americas,Total,,198.9614,no data,no data,,
CVD age-standardized death rate,,2019,Antigua and Barbuda,Region of the Americas,Males,,215.1755,no data,no data,,
CVD age-standardized death rate,,2019,Antigua and Barbuda,Region of the Americas,Females,,185.0,no data,no data,,
CVD age-standardized death rate,,2019,Argentina,Region of the Americas,Total,,153.3998,no data,no data,,
CVD age-standardized death rate,,2019,Argentina,Region of the Americas,Males,,203.0616,no data,no data,,
CVD age-standardized death rate,,2019,Argentina,Region of the Americas,Females,,115.9,no data,no data,,
CVD age-standardized death rate,,2019,Armenia,European Region,Total,,295.7901,no data,no data,,
CVD age-standardized death rate,,2019,Armenia,European Region,Males,,373.3413,no data,no data,,
CVD age-standardized death rate,,2019,Armenia,European Region,Females,,238.7,no data,no data,,
CVD age-standardized death rate,,2019,Australia,Western Pacific Region,Total,,72.74924,no data,no data,,
CVD age-standardized death rate,,2019,Australia,Western Pacific Region,Males,,88.06864,no data,no data,,
CVD age-standardized death rate,,2019,Australia,Western Pacific Region,Females,,58.4,no data,no data,,
CVD age-standardized death rate,,2019,Austria,European Region,Total,,123.1566,no data,no data,,
CVD age-standardized death rate,,2019,Austria,European Region,Males,,149.6186,no data,no data,,
CVD age-standardized death rate,,2019,Austria,European Region,Females,,100.0,no data,no data,,
CVD age-standardized death rate,,2019,Azerbaijan,European Region,Total,,595.9499,no data,no data,,
CVD age-standardized death rate,,2019,Azerbaijan,European Region,Males,,688.032,no data,no data,,
CVD age-standardized death rate,,2019,Azerbaijan,European Region,Females,,518.4,no data,no data,,
CVD age-standardized death rate,,2019,Bahamas,Region of the Americas,Total,,238.3791,no data,no data,,
CVD age-standardized death rate,,2019,Bahamas,Region of the Americas,Males,,287.1497,no data,no data,,
CVD age-standardized death rate,,2019,Bahamas,Region of the Americas,Females,,197.3,no data,no data,,
CVD age-standardized death rate,,2019,Bahrain,Eastern Mediterranean Region,Total,,243.36,no data,no data,,
CVD age-standardized death rate,,2019,Bahrain,Eastern Mediterranean Region,Males,,248.9623,no data,no data,,
CVD age-standardized death rate,,2019,Bahrain,Eastern Mediterranean Region,Females,,228.6,no data,no data,,
CVD age-standardized death rate,,2019,Bangladesh,South-East Asian Region,Total,,240.3063,no data,no data,,
CVD age-standardized death rate,,2019,Bangladesh,South-East Asian Region,Males,,253.663,no data,no data,,
CVD age-standardized death rate,,2019,Bangladesh,South-East Asian Region,Females,,226.3,no data,no data,,
CVD age-standardized death rate,,2019,Barbados,Region of the Americas,Total,,158.6755,no data,no data,,
CVD age-standardized death rate,,2019,Barbados,Region of the Americas,Males,,177.0195,no data,no data,,
CVD age-standardized death rate,,2019,Barbados,Region of the Americas,Females,,142.1,no data,no data,,
CVD age-standardized death rate,,2019,Belarus,European Region,Total,,393.0484,no data,no data,,
CVD age-standardized death rate,,2019,Belarus,European Region,Males,,574.9902,no data,no data,,
CVD age-standardized death rate,,2019,Belarus,European Region,Females,,283.3,no data,no data,,
CVD age-standardized death rate,,2019,Belgium,European Region,Total,,88.72982,no data,no data,,
CVD age-standardized death rate,,2019,Belgium,European Region,Males,,108.0571,no data,no data,,
CVD age-standardized death rate,,2019,Belgium,European Region,Females,,71.9,no data,no data,,
CVD age-standardized death rate,,2019,Belize,Region of the Americas,Total,,160.7448,no data,no data,,
CVD age-standardized death rate,,2019,Belize,Region of the Americas,Males,,181.1253,no data,no data,,
CVD age-standardized death rate,,2019,Belize,Region of the Americas,Females,,140.2,no data,no data,,
CVD age-standardized death rate,,2019,Benin,African Region,Total,,281.0561,no data,no data,,
CVD age-standardized death rate,,2019,Benin,African Region,Males,,298.4386,no data,no data,,
CVD age-standardized death rate,,2019,Benin,African Region,Females,,264.1,no data,no data,,
CVD age-standardized death rate,,2019,Bhutan,South-East Asian Region,Total,,214.5453,no data,no data,,
CVD age-standardized death rate,,2019,Bhutan,South-East Asian Region,Males,,233.9114,no data,no data,,
CVD age-standardized death rate,,2019,Bhutan,South-East Asian Region,Females,,191.8,no data,no data,,
CVD age-standardized death rate,,2019,Bolivia (Plurinational State of),Region of the Americas,Total,,205.0596,no data,no data,,
CVD age-standardized death rate,,2019,Bolivia (Plurinational State of),Region of the Americas,Males,,211.3102,no data,no data,,
CVD age-standardized death rate,,2019,Bolivia (Plurinational State of),Region of the Americas,Females,,199.3,no data,no data,,
CVD age-standardized death rate,,2019,Bosnia and Herzegovina,European Region,Total,,294.9985,no data,no data,,
CVD age-standardized death rate,,2019,Bosnia and Herzegovina,European Region,Males,,331.1174,no data,no data,,
CVD age-standardized death rate,,2019,Bosnia and Herzegovina,European Region,Females,,263.1,no data,no data,,
CVD age-standardized death rate,,2019,Botswana,African Region,Total,,336.8807,no data,no data,,
CVD age-standardized death rate,,2019,Botswana,African Region,Males,,388.9943,no data,no data,,
CVD age-standardized death rate,,2019,Botswana,African Region,Females,,297.7,no data,no data,,
CVD age-standardized death rate,,2019,Brazil,Region of the Americas,Total,,156.5743,no data,no data,,
CVD age-standardized death rate,,2019,Brazil,Region of the Americas,Males,,195.1471,no data,no data,,
CVD age-standardized death rate,,2019,Brazil,Region of the Americas,Females,,125.8,no data,no data,,
CVD age-standardized death rate,,2019,Brunei Darussalam,Western Pacific Region,Total,,224.3051,no data,no data,,
CVD age-standardized death rate,,2019,Brunei Darussalam,Western Pacific Region,Males,,252.3742,no data,no data,,
CVD age-standardized death rate,,2019,Brunei Darussalam,Western Pacific Region,Females,,195.3,no data,no data,,
CVD age-standardized death rate,,2019,Bulgaria,European Region,Total,,393.8,no data,no data,,
CVD age-standardized death rate,,2019,Bulgaria,European Region,Males,,496.473,no data,no data,,
CVD age-standardized death rate,,2019,Bulgaria,European Region,Females,,310.3,no data,no data,,
CVD age-standardized death rate,,2019,Burkina Faso,African Region,Total,,293.5168,no data,no data,,
CVD age-standardized death rate,,2019,Burkina Faso,African Region,Males,,335.8037,no data,no data,,
CVD age-standardized death rate,,2019,Burkina Faso,African Region,Females,,261.4,no data,no data,,
CVD age-standardized death rate,,2019,Burundi,African Region,Total,,282.9549,no data,no data,,
CVD age-standardized death rate,,2019,Burundi,African Region,Males,,303.5998,no data,no data,,
CVD age-standardized death rate,,2019,Burundi,African Region,Females,,262.6,no data,no data,,
CVD age-standardized death rate,,2019,Cabo Verde,African Region,Total,,228.7815,no data,no data,,
CVD age-standardized death rate,,2019,Cabo Verde,African Region,Males,,297.9503,no data,no data,,
CVD age-standardized death rate,,2019,Cabo Verde,African Region,Females,,185.7,no data,no data,,
CVD age-standardized death rate,,2019,Cambodia,Western Pacific Region,Total,,289.4427,no data,no data,,
CVD age-standardized death rate,,2019,Cambodia,Western Pacific Region,Males,,341.1716,no data,no data,,
CVD age-standardized death rate,,2019,Cambodia,Western Pacific Region,Females,,253.5,no data,no data,,
CVD age-standardized death rate,,2019,Cameroon,African Region,Total,,293.2786,no data,no data,,
CVD age-standardized death rate,,2019,Cameroon,African Region,Males,,323.4597,no data,no data,,
CVD age-standardized death rate,,2019,Cameroon,African Region,Females,,266.8,no data,no data,,
CVD age-standardized death rate,,2019,Canada,Region of the Americas,Total,,78.50466,no data,no data,,
CVD age-standardized death rate,,2019,Canada,Region of the Americas,Males,,98.31425,no data,no data,,
CVD age-standardized death rate,,2019,Canada,Region of the Americas,Females,,60.5,no data,no data,,
CVD age-standardized death rate,,2019,Central African Republic,African Region,Total,,458.7037,no data,no data,,
CVD age-standardized death rate,,2019,Central African Republic,African Region,Males,,494.6143,no data,no data,,
CVD age-standardized death rate,,2019,Central African Republic,African Region,Females,,422.3,no data,no data,,
CVD age-standardized death rate,,2019,Chad,African Region,Total,,284.7577,no data,no data,,
CVD age-standardized death rate,,2019,Chad,African Region,Males,,292.3002,no data,no data,,
CVD age-standardized death rate,,2019,Chad,African Region,Females,,276.9,no data,no data,,
CVD age-standardized death rate,,2019,Chile,Region of the Americas,Total,,95.55398,no data,no data,,
CVD age-standardized death rate,,2019,Chile,Region of the Americas,Males,,121.2523,no data,no data,,
CVD age-standardized death rate,,2019,Chile,Region of the Americas,Females,,74.9,no data,no data,,
CVD age-standardized death rate,,2019,China,Western Pacific Region,Total,,235.7862,no data,no data,,
CVD age-standardized death rate,,2019,China,Western Pacific Region,Males,,299.7206,no data,no data,,
CVD age-standardized death rate,,2019,China,Western Pacific Region,Females,,184.1,no data,no data,,
CVD age-standardized death rate,,2019,Colombia,Region of the Americas,Total,,130.4146,no data,no data,,
CVD age-standardized death rate,,2019,Colombia,Region of the Americas,Males,,152.8144,no data,no data,,
CVD age-standardized death rate,,2019,Colombia,Region of the Americas,Females,,112.5,no data,no data,,
CVD age-standardized death rate,,2019,Comoros,African Region,Total,,267.6983,no data,no data,,
CVD age-standardized death rate,,2019,Comoros,African Region,Males,,262.3942,no data,no data,,
CVD age-standardized death rate,,2019,Comoros,African Region,Females,,269.1,no data,no data,,
CVD age-standardized death rate,,2019,Congo,African Region,Total,,337.1765,no data,no data,,
CVD age-standardized death rate,,2019,Congo,African Region,Males,,308.6224,no data,no data,,
CVD age-standardized death rate,,2019,Congo,African Region,Females,,352.8,no data,no data,,
CVD age-standardized death rate,,2019,Costa Rica,Region of the Americas,Total,,92.55423,no data,no data,,
CVD age-standardized death rate,,2019,Costa Rica,Region of the Americas,Males,,113.1154,no data,no data,,
CVD age-standardized death rate,,2019,Costa Rica,Region of the Americas,Females,,74.2,no data,no data,,
CVD age-standardized death rate,,2019,Côte d'Ivoire,African Region,Total,,274.9975,no data,no data,,
CVD age-standardized death rate,,2019,Côte d'Ivoire,African Region,Males,,310.9905,no data,no data,,
CVD age-standardized death rate,,2019,Côte d'Ivoire,African Region,Females,,235.4,no data,no data,,
CVD age-standardized death rate,,2019,Croatia,European Region,Total,,188.0941,no data,no data,,
CVD age-standardized death rate,,2019,Croatia,European Region,Males,,240.3572,no data,no data,,
CVD age-standardized death rate,,2019,Croatia,European Region,Females,,147.8,no data,no data,,
CVD age-standardized death rate,,2019,Cuba,Region of the Americas,Total,,181.3745,no data,no data,,
CVD age-standardized death rate,,2019,Cuba,Region of the Americas,Males,,216.9524,no data,no data,,
CVD age-standardized death rate,,2019,Cuba,Region of the Americas,Females,,149.4,no data,no data,,
CVD age-standardized death rate,,2019,Cyprus,European Region,Total,,96.11907,no data,no data,,
CVD age-standardized death rate,,2019,Cyprus,European Region,Males,,121.5456,no data,no data,,
CVD age-standardized death rate,,2019,Cyprus,European Region,Females,,73.0,no data,no data,,
CVD age-standardized death rate,,2019,Czechia,European Region,Total,,182.251,no data,no data,,
CVD age-standardized death rate,,2019,Czechia,European Region,Males,,228.803,no data,no data,,
CVD age-standardized death rate,,2019,Czechia,European Region,Females,,143.9,no data,no data,,
CVD age-standardized death rate,,2019,Democratic People's Republic of Korea,South-East Asian Region,Total,,301.0829,no data,no data,,
CVD age-standardized death rate,,2019,Democratic People's Republic of Korea,South-East Asian Region,Males,,378.0052,no data,no data,,
CVD age-standardized death rate,,2019,Democratic People's Republic of Korea,South-East Asian Region,Females,,252.7,no data,no data,,
CVD age-standardized death rate,,2019,Democratic Republic of the Congo,African Region,Total,,303.0736,no data,no data,,
CVD age-standardized death rate,,2019,Democratic Republic of the Congo,African Region,Males,,307.8326,no data,no data,,
CVD age-standardized death rate,,2019,Democratic Republic of the Congo,African Region,Females,,295.1,no data,no data,,
CVD age-standardized death rate,,2019,Denmark,European Region,Total,,84.30361,no data,no data,,
CVD age-standardized death rate,,2019,Denmark,European Region,Males,,106.6428,no data,no data,,
CVD age-standardized death rate,,2019,Denmark,European Region,Females,,65.0,no data,no data,,
CVD age-standardized death rate,,2019,Djibouti,Eastern Mediterranean Region,Total,,301.1019,no data,no data,,
CVD age-standardized death rate,,2019,Djibouti,Eastern Mediterranean Region,Males,,317.9542,no data,no data,,
CVD age-standardized death rate,,2019,Djibouti,Eastern Mediterranean Region,Females,,283.0,no data,no data,,
CVD age-standardized death rate,,2019,Dominican Republic,Region of the Americas,Total,,255.7806,no data,no data,,
CVD age-standardized death rate,,2019,Dominican Republic,Region of the Americas,Males,,297.2977,no data,no data,,
CVD age-standardized death rate,,2019,Dominican Republic,Region of the Americas,Females,,217.1,no data,no data,,
CVD age-standardized death rate,,2019,Ecuador,Region of the Americas,Total,,115.8191,no data,no data,,
CVD age-standardized death rate,,2019,Ecuador,Region of the Americas,Males,,135.2937,no data,no data,,
CVD age-standardized death rate,,2019,Ecuador,Region of the Americas,Females,,98.7,no data,no data,,
CVD age-standardized death rate,,2019,Egypt,Eastern Mediterranean Region,Total,,386.4957,no data,no data,,
CVD age-standardized death rate,,2019,Egypt,Eastern Mediterranean Region,Males,,449.6546,no data,no data,,
CVD age-standardized death rate,,2019,Egypt,Eastern Mediterranean Region,Females,,330.2,no data,no data,,
CVD age-standardized death rate,,2019,El Salvador,Region of the Americas,Total,,116.8215,no data,no data,,
CVD age-standardized death rate,,2019,El Salvador,Region of the Americas,Males,,144.9536,no data,no data,,
CVD age-standardized death rate,,2019,El Salvador,Region of the Americas,Females,,96.6,no data,no data,,
CVD age-standardized death rate,,2019,Equatorial Guinea,African Region,Total,,278.5568,no data,no data,,
CVD age-standardized death rate,,2019,Equatorial Guinea,African Region,Males,,255.1831,no data,no data,,
CVD age-standardized death rate,,2019,Equatorial Guinea,African Region,Females,,303.7,no data,no data,,
CVD age-standardized death rate,,2019,Eritrea,African Region,Total,,338.0781,no data,no data,,
CVD age-standardized death rate,,2019,Eritrea,African Region,Males,,364.4868,no data,no data,,
CVD age-standardized death rate,,2019,Eritrea,African Region,Females,,311.4,no data,no data,,
CVD age-standardized death rate,,2019,Estonia,European Region,Total,,205.7854,no data,no data,,
CVD age-standardized death rate,,2019,Estonia,European Region,Males,,277.0179,no data,no data,,
CVD age-standardized death rate,,2019,Estonia,European Region,Females,,154.5,no data,no data,,
CVD age-standardized death rate,,2019,Eswatini,African Region,Total,,372.4058,no data,no data,,
CVD age-standardized death rate,,2019,Eswatini,African Region,Males,,480.7627,no data,no data,,
CVD age-standardized death rate,,2019,Eswatini,African Region,Females,,275.2,no data,no data,,
CVD age-standardized death rate,,2019,Ethiopia,African Region,Total,,209.1062,no data,no data,,
CVD age-standardized death rate,,2019,Ethiopia,African Region,Males,,214.9191,no data,no data,,
CVD age-standardized death rate,,2019,Ethiopia,African Region,Females,,203.2,no data,no data,,
CVD age-standardized death rate,,2019,Fiji,Western Pacific Region,Total,,390.4646,no data,no data,,
CVD age-standardized death rate,,2019,Fiji,Western Pacific Region,Males,,494.8155,no data,no data,,
CVD age-standardized death rate,,2019,Fiji,Western Pacific Region,Females,,298.2,no data,no data,,
CVD age-standardized death rate,,2019,Finland,European Region,Total,,114.5757,no data,no data,,
CVD age-standardized death rate,,2019,Finland,European Region,Males,,154.0739,no data,no data,,
CVD age-standardized death rate,,2019,Finland,European Region,Females,,81.9,no data,no data,,
CVD age-standardized death rate,,2019,France,European Region,Total,,68.93103,no data,no data,,
CVD age-standardized death rate,,2019,France,European Region,Males,,89.49618,no data,no data,,
CVD age-standardized death rate,,2019,France,European Region,Females,,51.6,no data,no data,,
CVD age-standardized death rate,,2019,Gabon,African Region,Total,,276.7103,no data,no data,,
CVD age-standardized death rate,,2019,Gabon,African Region,Males,,315.9432,no data,no data,,
CVD age-standardized death rate,,2019,Gabon,African Region,Females,,237.7,no data,no data,,
CVD age-standardized death rate,,2019,Gambia,African Region,Total,,299.3865,no data,no data,,
CVD age-standardized death rate,,2019,Gambia,African Region,Males,,300.1814,no data,no data,,
CVD age-standardized death rate,,2019,Gambia,African Region,Females,,297.9,no data,no data,,
CVD age-standardized death rate,,2019,Georgia,European Region,Total,,457.0027,no data,no data,,
CVD age-standardized death rate,,2019,Georgia,European Region,Males,,619.3863,no data,no data,,
CVD age-standardized death rate,,2019,Georgia,European Region,Females,,342.9,no data,no data,,
CVD age-standardized death rate,,2019,Germany,European Region,Total,,107.2739,no data,no data,,
CVD age-standardized death rate,,2019,Germany,European Region,Males,,149.8278,no data,no data,,
CVD age-standardized death rate,,2019,Germany,European Region,Females,,74.1,no data,no data,,
CVD age-standardized death rate,,2019,Ghana,African Region,Total,,287.9522,no data,no data,,
CVD age-standardized death rate,,2019,Ghana,African Region,Males,,276.1994,no data,no data,,
CVD age-standardized death rate,,2019,Ghana,African Region,Females,,295.8,no data,no data,,
CVD age-standardized death rate,,2019,Greece,European Region,Total,,120.5108,no data,no data,,
CVD age-standardized death rate,,2019,Greece,European Region,Males,,152.305,no data,no data,,
CVD age-standardized death rate,,2019,Greece,European Region,Females,,91.2,no data,no data,,
CVD age-standardized death rate,,2019,Grenada,Region of the Americas,Total,,241.2098,no data,no data,,
CVD age-standardized death rate,,2019,Grenada,Region of the Americas,Males,,281.3554,no data,no data,,
CVD age-standardized death rate,,2019,Grenada,Region of the Americas,Females,,204.1,no data,no data,,
CVD age-standardized death rate,,2019,Guatemala,Region of the Americas,Total,,142.1922,no data,no data,,
CVD age-standardized death rate,,2019,Guatemala,Region of the Americas,Males,,157.539,no data,no data,,
CVD age-standardized death rate,,2019,Guatemala,Region of the Americas,Females,,129.7,no data,no data,,
CVD age-standardized death rate,,2019,Guinea,African Region,Total,,304.3149,no data,no data,,
CVD age-standardized death rate,,2019,Guinea,African Region,Males,,305.3783,no data,no data,,
CVD age-standardized death rate,,2019,Guinea,African Region,Females,,303.3,no data,no data,,
CVD age-standardized death rate,,2019,Guinea-Bissau,African Region,Total,,313.3857,no data,no data,,
CVD age-standardized death rate,,2019,Guinea-Bissau,African Region,Males,,347.3157,no data,no data,,
CVD age-standardized death rate,,2019,Guinea-Bissau,African Region,Females,,288.0,no data,no data,,
CVD age-standardized death rate,,2019,Guyana,Region of the Americas,Total,,427.4014,no data,no data,,
CVD age-standardized death rate,,2019,Guyana,Region of the Americas,Males,,475.5681,no data,no data,,
CVD age-standardized death rate,,2019,Guyana,Region of the Americas,Females,,378.5,no data,no data,,
CVD age-standardized death rate,,2019,Haiti,Region of the Americas,Total,,428.8249,no data,no data,,
CVD age-standardized death rate,,2019,Haiti,Region of the Americas,Males,,400.0665,no data,no data,,
CVD age-standardized death rate,,2019,Haiti,Region of the Americas,Females,,451.3,no data,no data,,
CVD age-standardized death rate,,2019,Honduras,Region of the Americas,Total,,252.4294,no data,no data,,
CVD age-standardized death rate,,2019,Honduras,Region of the Americas,Males,,255.0958,no data,no data,,
CVD age-standardized death rate,,2019,Honduras,Region of the Americas,Females,,250.0,no data,no data,,
CVD age-standardized death rate,,2019,Hungary,European Region,Total,,265.5397,no data,no data,,
CVD age-standardized death rate,,2019,Hungary,European Region,Males,,342.0261,no data,no data,,
CVD age-standardized death rate,,2019,Hungary,European Region,Females,,208.3,no data,no data,,
CVD age-standardized death rate,,2019,Iceland,European Region,Total,,94.92826,no data,no data,,
CVD age-standardized death rate,,2019,Iceland,European Region,Males,,120.3478,no data,no data,,
CVD age-standardized death rate,,2019,Iceland,European Region,Females,,71.1,no data,no data,,
CVD age-standardized death rate,,2019,India,South-East Asian Region,Total,,238.5083,no data,no data,,
CVD age-standardized death rate,,2019,India,South-East Asian Region,Males,,273.9555,no data,no data,,
CVD age-standardized death rate,,2019,India,South-East Asian Region,Females,,204.1,no data,no data,,
CVD age-standardized death rate,,2019,Indonesia,South-East Asian Region,Total,,344.9752,no data,no data,,
CVD age-standardized death rate,,2019,Indonesia,South-East Asian Region,Males,,378.6397,no data,no data,,
CVD age-standardized death rate,,2019,Indonesia,South-East Asian Region,Females,,312.6,no data,no data,,
CVD age-standardized death rate,,2019,Iran (Islamic Republic of),Eastern Mediterranean Region,Total,,241.1932,no data,no data,,
CVD age-standardized death rate,,2019,Iran (Islamic Republic of),Eastern Mediterranean Region,Males,,258.6671,no data,no data,,
CVD age-standardized death rate,,2019,Iran (Islamic Republic of),Eastern Mediterranean Region,Females,,225.8,no data,no data,,
CVD age-standardized death rate,,2019,Iraq,Eastern Mediterranean Region,Total,,388.4632,no data,no data,,
CVD age-standardized death rate,,2019,Iraq,Eastern Mediterranean Region,Males,,453.6243,no data,no data,,
CVD age-standardized death rate,,2019,Iraq,Eastern Mediterranean Region,Females,,334.5,no data,no data,,
CVD age-standardized death rate,,2019,Ireland,European Region,Total,,93.15474,no data,no data,,
CVD age-standardized death rate,,2019,Ireland,European Region,Males,,114.2295,no data,no data,,
CVD age-standardized death rate,,2019,Ireland,European Region,Females,,73.4,no data,no data,,
CVD age-standardized death rate,,2019,Israel,European Region,Total,,69.23784,no data,no data,,
CVD age-standardized death rate,,2019,Israel,European Region,Males,,87.37768,no data,no data,,
CVD age-standardized death rate,,2019,Israel,European Region,Females,,53.8,no data,no data,,
CVD age-standardized death rate,,2019,Italy,European Region,Total,,95.14834,no data,no data,,
CVD age-standardized death rate,,2019,Italy,European Region,Males,,115.8157,no data,no data,,
CVD age-standardized death rate,,2019,Italy,European Region,Females,,77.5,no data,no data,,
CVD age-standardized death rate,,2019,Jamaica,Region of the Americas,Total,,155.0341,no data,no data,,
CVD age-standardized death rate,,2019,Jamaica,Region of the Americas,Males,,158.3214,no data,no data,,
CVD age-standardized death rate,,2019,Jamaica,Region of the Americas,Females,,152.1,no data,no data,,
CVD age-standardized death rate,,2019,Japan,Western Pacific Region,Total,,68.31725,no data,no data,,
CVD age-standardized death rate,,2019,Japan,Western Pacific Region,Males,,88.136,no data,no data,,
CVD age-standardized death rate,,2019,Japan,Western Pacific Region,Females,,50.0,no data,no data,,
CVD age-standardized death rate,,2019,Jordan,Eastern Mediterranean Region,Total,,203.9971,no data,no data,,
CVD age-standardized death rate,,2019,Jordan,Eastern Mediterranean Region,Males,,201.9566,no data,no data,,
CVD age-standardized death rate,,2019,Jordan,Eastern Mediterranean Region,Females,,202.4,no data,no data,,
CVD age-standardized death rate,,2019,Kazakhstan,European Region,Total,,348.2717,no data,no data,,
CVD age-standardized death rate,,2019,Kazakhstan,European Region,Males,,427.2903,no data,no data,,
CVD age-standardized death rate,,2019,Kazakhstan,European Region,Females,,288.7,no data,no data,,
CVD age-standardized death rate,,2019,Kenya,African Region,Total,,212.7432,no data,no data,,
CVD age-standardized death rate,,2019,Kenya,African Region,Males,,230.5831,no data,no data,,
CVD age-standardized death rate,,2019,Kenya,African Region,Females,,196.1,no data,no data,,
CVD age-standardized death rate,,2019,Kiribati,Western Pacific Region,Total,,546.2449,no data,no data,,
CVD age-standardized death rate,,2019,Kiribati,Western Pacific Region,Males,,700.384,no data,no data,,
CVD age-standardized death rate,,2019,Kiribati,Western Pacific Region,Females,,425.3,no data,no data,,
CVD age-standardized death rate,,2019,Kuwait,Eastern Mediterranean Region,Total,,154.7601,no data,no data,,
CVD age-standardized death rate,,2019,Kuwait,Eastern Mediterranean Region,Males,,197.8059,no data,no data,,
CVD age-standardized death rate,,2019,Kuwait,Eastern Mediterranean Region,Females,,85.4,no data,no data,,
CVD age-standardized death rate,,2019,Kyrgyzstan,European Region,Total,,364.1001,no data,no data,,
CVD age-standardized death rate,,2019,Kyrgyzstan,European Region,Males,,463.0174,no data,no data,,
CVD age-standardized death rate,,2019,Kyrgyzstan,European Region,Females,,299.4,no data,no data,,
CVD age-standardized death rate,,2019,Lao People's Democratic Republic,Western Pacific Region,Total,,331.9723,no data,no data,,
CVD age-standardized death rate,,2019,Lao People's Democratic Republic,Western Pacific Region,Males,,369.0081,no data,no data,,
CVD age-standardized death rate,,2019,Lao People's Democratic Republic,Western Pacific Region,Females,,299.0,no data,no data,,
CVD age-standardized death rate,,2019,Latvia,European Region,Total,,312.5828,no data,no data,,
CVD age-standardized death rate,,2019,Latvia,European Region,Males,,435.3434,no data,no data,,
CVD age-standardized death rate,,2019,Latvia,European Region,Females,,229.3,no data,no data,,
CVD age-standardized death rate,,2019,Lebanon,Eastern Mediterranean Region,Total,,278.1785,no data,no data,,
CVD age-standardized death rate,,2019,Lebanon,Eastern Mediterranean Region,Males,,353.1775,no data,no data,,
CVD age-standardized death rate,,2019,Lebanon,Eastern Mediterranean Region,Females,,206.5,no data,no data,,
CVD age-standardized death rate,,2019,Lesotho,African Region,Total,,490.8929,no data,no data,,
CVD age-standardized death rate,,2019,Lesotho,African Region,Males,,552.3466,no data,no data,,
CVD age-standardized death rate,,2019,Lesotho,African Region,Females,,438.3,no data,no data,,
CVD age-standardized death rate,,2019,Liberia,African Region,Total,,216.4858,no data,no data,,
CVD age-standardized death rate,,2019,Liberia,African Region,Males,,194.4533,no data,no data,,
CVD age-standardized death rate,,2019,Liberia,African Region,Females,,233.7,no data,no data,,
CVD age-standardized death rate,,2019,Libya,Eastern Mediterranean Region,Total,,259.5265,no data,no data,,
CVD age-standardized death rate,,2019,Libya,Eastern Mediterranean Region,Males,,269.6001,no data,no data,,
